source name	characteristics[organism]	characteristics[organism part]	characteristics[age]	characteristics[developmental stage]	characteristics[sex]	characteristics[cell type]	characteristics[ancestry category]	characteristics[disease]	characteristics[individual]	characteristics[biological replicate]	Material Type	assay name	Technology Type	comment[file uri]	comment[technical replicate]	comment[fraction identifier]	comment[label]	comment[instrument]	comment[dissociation method]	comment[cleavage agent details]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[data file]	factor value[organism part]
PXD019909-Sample-4	Homo sapiens	skin	not available	not available	not available	dermis	not available	normal	not available	1	organism part	run 41	proteomic profiling by mass spectrometry	http://ftp.ebi.ac.uk/pride-archive/2020/11/PXD019909/20180806_QE8_nLC13_BDA_SA_SkinAtlas_Dermis_F1.raw	1	1	AC=MS:1002038;NT=label free sample	NT=Q Exactive;AC=MS:1001911	AC=MS:1000422;NT=HCD	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=PP=Any N-term;MT=Variable	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7	20 ppm	0.5 Da	20180806_QE8_nLC13_BDA_SA_SkinAtlas_Dermis_F1.raw	skin
PXD019909-Sample-4	Homo sapiens	skin	not available	not available	not available	dermis	not available	normal	not available	1	organism part	run 42	proteomic profiling by mass spectrometry	http://ftp.ebi.ac.uk/pride-archive/2020/11/PXD019909/20180806_QE8_nLC13_BDA_SA_SkinAtlas_Dermis_F2.raw	1	2	AC=MS:1002038;NT=label free sample	NT=Q Exactive;AC=MS:1001911	AC=MS:1000422;NT=HCD	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=PP=Any N-term;MT=Variable	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7	20 ppm	0.5 Da	20180806_QE8_nLC13_BDA_SA_SkinAtlas_Dermis_F2.raw	skin
PXD019909-Sample-4	Homo sapiens	skin	not available	not available	not available	dermis	not available	normal	not available	1	organism part	run 43	proteomic profiling by mass spectrometry	http://ftp.ebi.ac.uk/pride-archive/2020/11/PXD019909/20180806_QE8_nLC13_BDA_SA_SkinAtlas_Dermis_F3.raw	1	3	AC=MS:1002038;NT=label free sample	NT=Q Exactive;AC=MS:1001911	AC=MS:1000422;NT=HCD	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=PP=Any N-term;MT=Variable	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7	20 ppm	0.5 Da	20180806_QE8_nLC13_BDA_SA_SkinAtlas_Dermis_F3.raw	skin
PXD019909-Sample-4	Homo sapiens	skin	not available	not available	not available	dermis	not available	normal	not available	1	organism part	run 44	proteomic profiling by mass spectrometry	http://ftp.ebi.ac.uk/pride-archive/2020/11/PXD019909/20180806_QE8_nLC13_BDA_SA_SkinAtlas_Dermis_F4.raw	1	4	AC=MS:1002038;NT=label free sample	NT=Q Exactive;AC=MS:1001911	AC=MS:1000422;NT=HCD	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=PP=Any N-term;MT=Variable	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7	20 ppm	0.5 Da	20180806_QE8_nLC13_BDA_SA_SkinAtlas_Dermis_F4.raw	skin
PXD019909-Sample-4	Homo sapiens	skin	not available	not available	not available	dermis	not available	normal	not available	1	organism part	run 45	proteomic profiling by mass spectrometry	http://ftp.ebi.ac.uk/pride-archive/2020/11/PXD019909/20180806_QE8_nLC13_BDA_SA_SkinAtlas_Dermis_F5.raw	1	5	AC=MS:1002038;NT=label free sample	NT=Q Exactive;AC=MS:1001911	AC=MS:1000422;NT=HCD	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=PP=Any N-term;MT=Variable	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7	20 ppm	0.5 Da	20180806_QE8_nLC13_BDA_SA_SkinAtlas_Dermis_F5.raw	skin
PXD019909-Sample-4	Homo sapiens	skin	not available	not available	not available	dermis	not available	normal	not available	1	organism part	run 46	proteomic profiling by mass spectrometry	http://ftp.ebi.ac.uk/pride-archive/2020/11/PXD019909/20180806_QE8_nLC13_BDA_SA_SkinAtlas_Dermis_F6.raw	1	6	AC=MS:1002038;NT=label free sample	NT=Q Exactive;AC=MS:1001911	AC=MS:1000422;NT=HCD	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=PP=Any N-term;MT=Variable	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7	20 ppm	0.5 Da	20180806_QE8_nLC13_BDA_SA_SkinAtlas_Dermis_F6.raw	skin
PXD019909-Sample-4	Homo sapiens	skin	not available	not available	not available	dermis	not available	normal	not available	1	organism part	run 47	proteomic profiling by mass spectrometry	http://ftp.ebi.ac.uk/pride-archive/2020/11/PXD019909/20180806_QE8_nLC13_BDA_SA_SkinAtlas_Dermis_F7.raw	1	7	AC=MS:1002038;NT=label free sample	NT=Q Exactive;AC=MS:1001911	AC=MS:1000422;NT=HCD	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=PP=Any N-term;MT=Variable	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7	20 ppm	0.5 Da	20180806_QE8_nLC13_BDA_SA_SkinAtlas_Dermis_F7.raw	skin
PXD019909-Sample-4	Homo sapiens	skin	not available	not available	not available	dermis	not available	normal	not available	1	organism part	run 48	proteomic profiling by mass spectrometry	http://ftp.ebi.ac.uk/pride-archive/2020/11/PXD019909/20180806_QE8_nLC13_BDA_SA_SkinAtlas_Dermis_F8.raw	1	8	AC=MS:1002038;NT=label free sample	NT=Q Exactive;AC=MS:1001911	AC=MS:1000422;NT=HCD	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=PP=Any N-term;MT=Variable	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7	20 ppm	0.5 Da	20180806_QE8_nLC13_BDA_SA_SkinAtlas_Dermis_F8.raw	skin
PXD019909-Sample-4	Homo sapiens	skin	not available	not available	not available	dermis	not available	normal	not available	1	organism part	run 49	proteomic profiling by mass spectrometry	http://ftp.ebi.ac.uk/pride-archive/2020/11/PXD019909/20180806_QE8_nLC13_BDA_SA_SkinAtlas_Dermis_F9.raw	1	9	AC=MS:1002038;NT=label free sample	NT=Q Exactive;AC=MS:1001911	AC=MS:1000422;NT=HCD	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=PP=Any N-term;MT=Variable	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7	20 ppm	0.5 Da	20180806_QE8_nLC13_BDA_SA_SkinAtlas_Dermis_F9.raw	skin
PXD019909-Sample-4	Homo sapiens	skin	not available	not available	not available	dermis	not available	normal	not available	1	organism part	run 50	proteomic profiling by mass spectrometry	http://ftp.ebi.ac.uk/pride-archive/2020/11/PXD019909/20180806_QE8_nLC13_BDA_SA_SkinAtlas_Dermis_F10.raw	1	10	AC=MS:1002038;NT=label free sample	NT=Q Exactive;AC=MS:1001911	AC=MS:1000422;NT=HCD	AC=MS:1001251;NT=Trypsin	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=PP=Any N-term;MT=Variable	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7	20 ppm	0.5 Da	20180806_QE8_nLC13_BDA_SA_SkinAtlas_Dermis_F10.raw	skin
