source name	characteristics[organism]	characteristics[organism part]	characteristics[disease]	characteristics[age]	characteristics[sex]	characteristics[phenotype]	characteristics[individual]	characteristics[cell type]	characteristics[ancestry category]	characteristics[developmental stage]	assay name	comment[file uri]	comment[fraction identifier]	comment[Label]	comment[instrument]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[dissociation method]	comment[cleavage agent details]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	Material Type	comment[data file]	factor value[organism part]
PXD010154-V359	homo sapiens	kidney	not available	not available	not available	normal	V359	not available	not available	not available	run 720	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/07/PXD010154/01321_A01_P013560_B00_N01_R1.raw	1	AC=MS:1002038;NT=label free sample	AC=MS:1002526;NT=Q Exactive Plus	10 ppm	0.05 Da	AC=MS:1000422;NT=HCD	AC=MS:1001251;NT=Trypsin	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7	organism part	01321_A01_P013560_B00_N01_R1.raw	kidney
PXD010154-V359	homo sapiens	kidney	not available	not available	not available	normal	V359	not available	not available	not available	run 715	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/07/PXD010154/01321_B01_P013560_B00_N02_R1.raw	2	AC=MS:1002038;NT=label free sample	AC=MS:1002526;NT=Q Exactive Plus	10 ppm	0.05 Da	AC=MS:1000422;NT=HCD	AC=MS:1001251;NT=Trypsin	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7	organism part	01321_B01_P013560_B00_N02_R1.raw	kidney
PXD010154-V359	homo sapiens	kidney	not available	not available	not available	normal	V359	not available	not available	not available	run 710	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/07/PXD010154/01321_C01_P013560_B00_N03_R1.raw	3	AC=MS:1002038;NT=label free sample	AC=MS:1002526;NT=Q Exactive Plus	10 ppm	0.05 Da	AC=MS:1000422;NT=HCD	AC=MS:1001251;NT=Trypsin	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7	organism part	01321_C01_P013560_B00_N03_R1.raw	kidney
PXD010154-V359	homo sapiens	kidney	not available	not available	not available	normal	V359	not available	not available	not available	run 705	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/07/PXD010154/01321_D01_P013560_B00_N04_R1.raw	4	AC=MS:1002038;NT=label free sample	AC=MS:1002526;NT=Q Exactive Plus	10 ppm	0.05 Da	AC=MS:1000422;NT=HCD	AC=MS:1001251;NT=Trypsin	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7	organism part	01321_D01_P013560_B00_N04_R1.raw	kidney
PXD010154-V359	homo sapiens	kidney	not available	not available	not available	normal	V359	not available	not available	not available	run 700	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/07/PXD010154/01321_E01_P013560_B00_N05_R1.raw	5	AC=MS:1002038;NT=label free sample	AC=MS:1002526;NT=Q Exactive Plus	10 ppm	0.05 Da	AC=MS:1000422;NT=HCD	AC=MS:1001251;NT=Trypsin	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7	organism part	01321_E01_P013560_B00_N05_R1.raw	kidney
PXD010154-V359	homo sapiens	kidney	not available	not available	not available	normal	V359	not available	not available	not available	run 696	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/07/PXD010154/01321_F01_P013560_B00_N06_R1.raw	6	AC=MS:1002038;NT=label free sample	AC=MS:1002526;NT=Q Exactive Plus	10 ppm	0.05 Da	AC=MS:1000422;NT=HCD	AC=MS:1001251;NT=Trypsin	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7	organism part	01321_F01_P013560_B00_N06_R1.raw	kidney
PXD010154-V359	homo sapiens	kidney	not available	not available	not available	normal	V359	not available	not available	not available	run 692	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/07/PXD010154/01321_G01_P013560_B00_N07_R1.raw	7	AC=MS:1002038;NT=label free sample	AC=MS:1002526;NT=Q Exactive Plus	10 ppm	0.05 Da	AC=MS:1000422;NT=HCD	AC=MS:1001251;NT=Trypsin	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7	organism part	01321_G01_P013560_B00_N07_R1.raw	kidney
PXD010154-V359	homo sapiens	kidney	not available	not available	not available	normal	V359	not available	not available	not available	run 688	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/07/PXD010154/01321_H01_P013560_B00_N08_R1.raw	8	AC=MS:1002038;NT=label free sample	AC=MS:1002526;NT=Q Exactive Plus	10 ppm	0.05 Da	AC=MS:1000422;NT=HCD	AC=MS:1001251;NT=Trypsin	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7	organism part	01321_H01_P013560_B00_N08_R1.raw	kidney
PXD010154-V359	homo sapiens	kidney	not available	not available	not available	normal	V359	not available	not available	not available	run 719	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/07/PXD010154/01321_A02_P013560_B00_N09_R1.raw	9	AC=MS:1002038;NT=label free sample	AC=MS:1002526;NT=Q Exactive Plus	10 ppm	0.05 Da	AC=MS:1000422;NT=HCD	AC=MS:1001251;NT=Trypsin	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7	organism part	01321_A02_P013560_B00_N09_R1.raw	kidney
PXD010154-V359	homo sapiens	kidney	not available	not available	not available	normal	V359	not available	not available	not available	run 714	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/07/PXD010154/01321_B02_P013560_B00_N10_R1.raw	10	AC=MS:1002038;NT=label free sample	AC=MS:1002526;NT=Q Exactive Plus	10 ppm	0.05 Da	AC=MS:1000422;NT=HCD	AC=MS:1001251;NT=Trypsin	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7	organism part	01321_B02_P013560_B00_N10_R1.raw	kidney
PXD010154-V359	homo sapiens	kidney	not available	not available	not available	normal	V359	not available	not available	not available	run 709	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/07/PXD010154/01321_C02_P013560_B00_N11_R1.raw	11	AC=MS:1002038;NT=label free sample	AC=MS:1002526;NT=Q Exactive Plus	10 ppm	0.05 Da	AC=MS:1000422;NT=HCD	AC=MS:1001251;NT=Trypsin	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7	organism part	01321_C02_P013560_B00_N11_R1.raw	kidney
