source name	characteristics[organism]	characteristics[organism part]	characteristics[disease]	characteristics[age]	characteristics[sex]	characteristics[phenotype]	characteristics[individual]	characteristics[cell type]	characteristics[ancestry category]	characteristics[developmental stage]	assay name	comment[file uri]	comment[fraction identifier]	comment[Label]	comment[instrument]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[dissociation method]	comment[cleavage agent details]	comment[modification parameters]	comment[modification parameters].1	comment[modification parameters].2	comment[modification parameters].3	Material Type	comment[data file]	factor value[organism part]
PXD010154-V358	homo sapiens	liver	not available	not available	not available	normal	V358	not available	not available	not available	run 1296	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/07/PXD010154/01226_A01_P012502_S00_N01_R1.raw	1	AC=MS:1002038;NT=label free sample	AC=MS:1002526;NT=Q Exactive Plus	10 ppm	0.05 Da	AC=MS:1000422;NT=HCD	AC=MS:1001251;NT=Trypsin	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7	organism part	01226_A01_P012502_S00_N01_R1.raw	liver
PXD010154-V358	homo sapiens	liver	not available	not available	not available	normal	V358	not available	not available	not available	run 1291	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/07/PXD010154/01226_B01_P012502_S00_N02_R1.raw	2	AC=MS:1002038;NT=label free sample	AC=MS:1002526;NT=Q Exactive Plus	10 ppm	0.05 Da	AC=MS:1000422;NT=HCD	AC=MS:1001251;NT=Trypsin	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7	organism part	01226_B01_P012502_S00_N02_R1.raw	liver
PXD010154-V358	homo sapiens	liver	not available	not available	not available	normal	V358	not available	not available	not available	run 1286	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/07/PXD010154/01226_C01_P012502_S00_N03_R1.raw	3	AC=MS:1002038;NT=label free sample	AC=MS:1002526;NT=Q Exactive Plus	10 ppm	0.05 Da	AC=MS:1000422;NT=HCD	AC=MS:1001251;NT=Trypsin	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7	organism part	01226_C01_P012502_S00_N03_R1.raw	liver
PXD010154-V358	homo sapiens	liver	not available	not available	not available	normal	V358	not available	not available	not available	run 1281	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/07/PXD010154/01226_D01_P012502_S00_N04_R1.raw	4	AC=MS:1002038;NT=label free sample	AC=MS:1002526;NT=Q Exactive Plus	10 ppm	0.05 Da	AC=MS:1000422;NT=HCD	AC=MS:1001251;NT=Trypsin	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7	organism part	01226_D01_P012502_S00_N04_R1.raw	liver
PXD010154-V358	homo sapiens	liver	not available	not available	not available	normal	V358	not available	not available	not available	run 1276	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/07/PXD010154/01226_E01_P012502_S00_N05_R1.raw	5	AC=MS:1002038;NT=label free sample	AC=MS:1002526;NT=Q Exactive Plus	10 ppm	0.05 Da	AC=MS:1000422;NT=HCD	AC=MS:1001251;NT=Trypsin	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7	organism part	01226_E01_P012502_S00_N05_R1.raw	liver
PXD010154-V358	homo sapiens	liver	not available	not available	not available	normal	V358	not available	not available	not available	run 1272	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/07/PXD010154/01226_F01_P012502_S00_N06_R1.raw	6	AC=MS:1002038;NT=label free sample	AC=MS:1002526;NT=Q Exactive Plus	10 ppm	0.05 Da	AC=MS:1000422;NT=HCD	AC=MS:1001251;NT=Trypsin	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7	organism part	01226_F01_P012502_S00_N06_R1.raw	liver
PXD010154-V358	homo sapiens	liver	not available	not available	not available	normal	V358	not available	not available	not available	run 1268	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/07/PXD010154/01226_G01_P012502_S00_N07_R1.raw	7	AC=MS:1002038;NT=label free sample	AC=MS:1002526;NT=Q Exactive Plus	10 ppm	0.05 Da	AC=MS:1000422;NT=HCD	AC=MS:1001251;NT=Trypsin	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7	organism part	01226_G01_P012502_S00_N07_R1.raw	liver
PXD010154-V358	homo sapiens	liver	not available	not available	not available	normal	V358	not available	not available	not available	run 1264	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/07/PXD010154/01226_H01_P012502_S00_N08_R1.raw	8	AC=MS:1002038;NT=label free sample	AC=MS:1002526;NT=Q Exactive Plus	10 ppm	0.05 Da	AC=MS:1000422;NT=HCD	AC=MS:1001251;NT=Trypsin	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7	organism part	01226_H01_P012502_S00_N08_R1.raw	liver
PXD010154-V358	homo sapiens	liver	not available	not available	not available	normal	V358	not available	not available	not available	run 1295	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/07/PXD010154/01226_A02_P012502_S00_N09_R1.raw	9	AC=MS:1002038;NT=label free sample	AC=MS:1002526;NT=Q Exactive Plus	10 ppm	0.05 Da	AC=MS:1000422;NT=HCD	AC=MS:1001251;NT=Trypsin	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7	organism part	01226_A02_P012502_S00_N09_R1.raw	liver
PXD010154-V358	homo sapiens	liver	not available	not available	not available	normal	V358	not available	not available	not available	run 1290	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2019/07/PXD010154/01226_B02_P012502_S00_N10_R1.raw	10	AC=MS:1002038;NT=label free sample	AC=MS:1002526;NT=Q Exactive Plus	10 ppm	0.05 Da	AC=MS:1000422;NT=HCD	AC=MS:1001251;NT=Trypsin	NT=Oxidation;MT=variable;TA=M;AC=UNIMOD:35	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7	organism part	01226_B02_P012502_S00_N10_R1.raw	liver
