source name	characteristics[organism]	characteristics[disease]	characteristics[organism part]	characteristics[developmental stage]	characteristics[organism part]	characteristics[age]	characteristics[sex]	characteristics[ancestry category]	characteristics[cell line]	characteristics[cell type]	characteristics[depletion]	assay name	Technology Type	comment[technical replicate]	comment[fraction identifier]	comment[proteomexchange accession number]	comment[file URI]	comment[MS2 mass analyzer]	comment[instrument]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[cleavage agent details]	comment[Label]	comment[dissociation method]	comment[collision energy]	comment[fragment mass tolerance]	comment[precursor mass tolerance]	comment[data file]	factor value[cell line]
PXD005946-Sample-26	homo sapiens	Ovarian Endometrioid Adenocarcinoma	ovary	not available	not available	not available	not available	not available	IGROV-1	epithelial	no depletion	run 302	proteomic profiling by mass spectrometry	1	1	PXD005946	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD005946/000287_B06_P001748_B00F_A00_R1.RAW	NT=orbitrap;AC=MS:1000484	AC=MS:1000639;NT=LTQ Orbitrap XL ETD	NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	AC=MS:1001251;NT=Trypsin	AC=MS:1002038;NT=label free sample	NT=CID;AC=MS:1000133	not available	0.6 Da	20 ppm	000287_B06_P001748_B00F_A00_R1.RAW	IGROV-1
PXD005946-Sample-26	homo sapiens	Ovarian Endometrioid Adenocarcinoma	ovary	not available	not available	not available	not available	not available	IGROV-1	epithelial	no depletion	run 303	proteomic profiling by mass spectrometry	1	2	PXD005946	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD005946/000287_H06_P001748_B00L_A00_R1.RAW	NT=orbitrap;AC=MS:1000484	AC=MS:1000639;NT=LTQ Orbitrap XL ETD	NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	AC=MS:1001251;NT=Trypsin	AC=MS:1002038;NT=label free sample	NT=CID;AC=MS:1000133	not available	0.6 Da	20 ppm	000287_H06_P001748_B00L_A00_R1.RAW	IGROV-1
PXD005946-Sample-26	homo sapiens	Ovarian Endometrioid Adenocarcinoma	ovary	not available	not available	not available	not available	not available	IGROV-1	epithelial	no depletion	run 304	proteomic profiling by mass spectrometry	1	3	PXD005946	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD005946/000287_H05_P001748_B00D_A00_R1.RAW	NT=orbitrap;AC=MS:1000484	AC=MS:1000639;NT=LTQ Orbitrap XL ETD	NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	AC=MS:1001251;NT=Trypsin	AC=MS:1002038;NT=label free sample	NT=CID;AC=MS:1000133	not available	0.6 Da	20 ppm	000287_H05_P001748_B00D_A00_R1.RAW	IGROV-1
PXD005946-Sample-26	homo sapiens	Ovarian Endometrioid Adenocarcinoma	ovary	not available	not available	not available	not available	not available	IGROV-1	epithelial	no depletion	run 305	proteomic profiling by mass spectrometry	1	4	PXD005946	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD005946/000287_F06_P001748_B00J_A00_R1.RAW	NT=orbitrap;AC=MS:1000484	AC=MS:1000639;NT=LTQ Orbitrap XL ETD	NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	AC=MS:1001251;NT=Trypsin	AC=MS:1002038;NT=label free sample	NT=CID;AC=MS:1000133	not available	0.6 Da	20 ppm	000287_F06_P001748_B00J_A00_R1.RAW	IGROV-1
PXD005946-Sample-26	homo sapiens	Ovarian Endometrioid Adenocarcinoma	ovary	not available	not available	not available	not available	not available	IGROV-1	epithelial	no depletion	run 306	proteomic profiling by mass spectrometry	1	5	PXD005946	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD005946/000287_F05_P001748_B00B_A00_R1.RAW	NT=orbitrap;AC=MS:1000484	AC=MS:1000639;NT=LTQ Orbitrap XL ETD	NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	AC=MS:1001251;NT=Trypsin	AC=MS:1002038;NT=label free sample	NT=CID;AC=MS:1000133	not available	0.6 Da	20 ppm	000287_F05_P001748_B00B_A00_R1.RAW	IGROV-1
PXD005946-Sample-26	homo sapiens	Ovarian Endometrioid Adenocarcinoma	ovary	not available	not available	not available	not available	not available	IGROV-1	epithelial	no depletion	run 307	proteomic profiling by mass spectrometry	1	6	PXD005946	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD005946/000287_E06_P001748_B00I_A00_R1.RAW	NT=orbitrap;AC=MS:1000484	AC=MS:1000639;NT=LTQ Orbitrap XL ETD	NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	AC=MS:1001251;NT=Trypsin	AC=MS:1002038;NT=label free sample	NT=CID;AC=MS:1000133	not available	0.6 Da	20 ppm	000287_E06_P001748_B00I_A00_R1.RAW	IGROV-1
PXD005946-Sample-26	homo sapiens	Ovarian Endometrioid Adenocarcinoma	ovary	not available	not available	not available	not available	not available	IGROV-1	epithelial	no depletion	run 308	proteomic profiling by mass spectrometry	1	7	PXD005946	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD005946/000287_G06_P001748_B00K_A00_R1.RAW	NT=orbitrap;AC=MS:1000484	AC=MS:1000639;NT=LTQ Orbitrap XL ETD	NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	AC=MS:1001251;NT=Trypsin	AC=MS:1002038;NT=label free sample	NT=CID;AC=MS:1000133	not available	0.6 Da	20 ppm	000287_G06_P001748_B00K_A00_R1.RAW	IGROV-1
PXD005946-Sample-26	homo sapiens	Ovarian Endometrioid Adenocarcinoma	ovary	not available	not available	not available	not available	not available	IGROV-1	epithelial	no depletion	run 309	proteomic profiling by mass spectrometry	1	8	PXD005946	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD005946/000287_G05_P001748_B00C_A00_R1.RAW	NT=orbitrap;AC=MS:1000484	AC=MS:1000639;NT=LTQ Orbitrap XL ETD	NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	AC=MS:1001251;NT=Trypsin	AC=MS:1002038;NT=label free sample	NT=CID;AC=MS:1000133	not available	0.6 Da	20 ppm	000287_G05_P001748_B00C_A00_R1.RAW	IGROV-1
PXD005946-Sample-26	homo sapiens	Ovarian Endometrioid Adenocarcinoma	ovary	not available	not available	not available	not available	not available	IGROV-1	epithelial	no depletion	run 310	proteomic profiling by mass spectrometry	1	9	PXD005946	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD005946/000287_A06_P001748_B00E_A00_R1.RAW	NT=orbitrap;AC=MS:1000484	AC=MS:1000639;NT=LTQ Orbitrap XL ETD	NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	AC=MS:1001251;NT=Trypsin	AC=MS:1002038;NT=label free sample	NT=CID;AC=MS:1000133	not available	0.6 Da	20 ppm	000287_A06_P001748_B00E_A00_R1.RAW	IGROV-1
PXD005946-Sample-26	homo sapiens	Ovarian Endometrioid Adenocarcinoma	ovary	not available	not available	not available	not available	not available	IGROV-1	epithelial	no depletion	run 311	proteomic profiling by mass spectrometry	1	10	PXD005946	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/09/PXD005946/000287_C06_P001748_B00G_A00_R1.RAW	NT=orbitrap;AC=MS:1000484	AC=MS:1000639;NT=LTQ Orbitrap XL ETD	NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	AC=MS:1001251;NT=Trypsin	AC=MS:1002038;NT=label free sample	NT=CID;AC=MS:1000133	not available	0.6 Da	20 ppm	000287_C06_P001748_B00G_A00_R1.RAW	IGROV-1
