source name	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[cell line]	characteristics[developmental stage]	characteristics[disease]	characteristics[ancestry category]	characteristics[sex]	characteristics[age]	characteristics[biological replicate]	Material Type	assay name	technology type	comment[data file]	comment[file uri]	comment[technical replicate]	comment[fraction identifier]	comment[label]	comment[cleavage agent details]	comment[modification parameters]	comment[modification parameters].1	comment[modification parameters].2	comment[modification parameters].3	comment[dissociation method]	comment[collision energy]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	factor value[organism part]
PXD000865-Sample-38	Homo sapiens	testis	not applicable	not applicable	not available	normal	not available	not available	not available	1	tissue	run 840	proteomic profiling by mass spectrometry	00782_G03_P006172_B0W_A001_R1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/05/PXD000865/00782_G03_P006172_B0W_A001_R1.raw	1	1	AC=MS:1002038;NT=label free sample	NT=Chymotrypsin;AC=MS:1001306	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7	NT=HCD;AC=PRIDE:0000590	30% NCE	10 ppm	0.05 Da	testis
PXD000865-Sample-38	Homo sapiens	testis	not applicable	not applicable	not available	normal	not available	not available	not available	1	tissue	run 841	proteomic profiling by mass spectrometry	00782_E02_P006172_B0M_A001_R1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/05/PXD000865/00782_E02_P006172_B0M_A001_R1.raw	2	1	AC=MS:1002038;NT=label free sample	NT=Chymotrypsin;AC=MS:1001306	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7	NT=HCD;AC=PRIDE:0000590	30% NCE	10 ppm	0.05 Da	testis
PXD000865-Sample-38	Homo sapiens	testis	not applicable	not applicable	not available	normal	not available	not available	not available	1	tissue	run 842	proteomic profiling by mass spectrometry	00782_F03_P006172_B0V_A001_R1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/05/PXD000865/00782_F03_P006172_B0V_A001_R1.raw	3	1	AC=MS:1002038;NT=label free sample	NT=Chymotrypsin;AC=MS:1001306	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7	NT=HCD;AC=PRIDE:0000590	30% NCE	10 ppm	0.05 Da	testis
PXD000865-Sample-38	Homo sapiens	testis	not applicable	not applicable	not available	normal	not available	not available	not available	1	tissue	run 843	proteomic profiling by mass spectrometry	00782_E03_P006172_B0U_A001_R1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/05/PXD000865/00782_E03_P006172_B0U_A001_R1.raw	4	1	AC=MS:1002038;NT=label free sample	NT=Chymotrypsin;AC=MS:1001306	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7	NT=HCD;AC=PRIDE:0000590	30% NCE	10 ppm	0.05 Da	testis
PXD000865-Sample-38	Homo sapiens	testis	not applicable	not applicable	not available	normal	not available	not available	not available	1	tissue	run 844	proteomic profiling by mass spectrometry	00782_D03_P006172_B0T_A001_R1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/05/PXD000865/00782_D03_P006172_B0T_A001_R1.raw	5	1	AC=MS:1002038;NT=label free sample	NT=Chymotrypsin;AC=MS:1001306	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7	NT=HCD;AC=PRIDE:0000590	30% NCE	10 ppm	0.05 Da	testis
PXD000865-Sample-38	Homo sapiens	testis	not applicable	not applicable	not available	normal	not available	not available	not available	1	tissue	run 845	proteomic profiling by mass spectrometry	00782_C03_P006172_B0S_A001_R1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/05/PXD000865/00782_C03_P006172_B0S_A001_R1.raw	6	1	AC=MS:1002038;NT=label free sample	NT=Chymotrypsin;AC=MS:1001306	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7	NT=HCD;AC=PRIDE:0000590	30% NCE	10 ppm	0.05 Da	testis
PXD000865-Sample-38	Homo sapiens	testis	not applicable	not applicable	not available	normal	not available	not available	not available	1	tissue	run 846	proteomic profiling by mass spectrometry	00782_F02_P006172_B0N_A001_R1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/05/PXD000865/00782_F02_P006172_B0N_A001_R1.raw	7	1	AC=MS:1002038;NT=label free sample	NT=Chymotrypsin;AC=MS:1001306	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7	NT=HCD;AC=PRIDE:0000590	30% NCE	10 ppm	0.05 Da	testis
PXD000865-Sample-38	Homo sapiens	testis	not applicable	not applicable	not available	normal	not available	not available	not available	1	tissue	run 847	proteomic profiling by mass spectrometry	00782_B03_P006172_B0R_A001_R1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/05/PXD000865/00782_B03_P006172_B0R_A001_R1.raw	8	1	AC=MS:1002038;NT=label free sample	NT=Chymotrypsin;AC=MS:1001306	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7	NT=HCD;AC=PRIDE:0000590	30% NCE	10 ppm	0.05 Da	testis
PXD000865-Sample-38	Homo sapiens	testis	not applicable	not applicable	not available	normal	not available	not available	not available	1	tissue	run 848	proteomic profiling by mass spectrometry	00782_A03_P006172_B0Q_A001_R1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/05/PXD000865/00782_A03_P006172_B0Q_A001_R1.raw	9	1	AC=MS:1002038;NT=label free sample	NT=Chymotrypsin;AC=MS:1001306	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7	NT=HCD;AC=PRIDE:0000590	30% NCE	10 ppm	0.05 Da	testis
PXD000865-Sample-38	Homo sapiens	testis	not applicable	not applicable	not available	normal	not available	not available	not available	1	tissue	run 849	proteomic profiling by mass spectrometry	00782_H02_P006172_B0P_A001_R1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/05/PXD000865/00782_H02_P006172_B0P_A001_R1.raw	10	1	AC=MS:1002038;NT=label free sample	NT=Chymotrypsin;AC=MS:1001306	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=variable	NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7	NT=HCD;AC=PRIDE:0000590	30% NCE	10 ppm	0.05 Da	testis
