source name	characteristics[organism]	characteristics[organism part]	characteristics[cell line]	characteristics[ancestry category]	characteristics[age]	characteristics[sex]	characteristics[disease]	characteristics[cell type]	characteristics[developmental stage]	assay name	comment[file uri]	comment[fraction identifier]	comment[label]	comment[cleavage agent details]	comment [cleavage agent details]	comment[fractionation method]	comment[instrument]	comment[separation]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters].6	comment[dissociation method]	comment[fragment mass tolerance]	comment[precursor mass tolerance]	comment[data file]	Material Type	factor value[cell line]
PXD004452-Sample-20	Homo sapiens	lung	A549	Caucasian	58Y	male	lung adenocarcinoma	epithelial	not available	run 840	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/06/PXD004452/20151023_QE4_UPLC5_DBJ_SA_A549_REP1_46frac_1.raw	1	AC=MS:1002038;NT=label free sample	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	AC=PRIDE:0000564; NT=High-pH reversed-phase chromatography	NT=Q Exactive;AC=MS:1001911	NT=High-pH reversed-phase chromatography;AC=PRIDE:0000564	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Gln->pyro-Glu;TA=E;AC=UNIMOD:27;PP=Any N-term;MT=variable	NT=Gln->pyro-Glu;TA=Q;AC=UNIMOD:28;PP=Any N-term;MT=variable	NT=Phospho;TA=S,T,Y;MT=Variable;AC=UNIMOD:21	NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7	AC=MS:1000422;NT=HCD	20 ppm	6 ppm	20151023_QE4_UPLC5_DBJ_SA_A549_REP1_46frac_1.raw	cell line	A549
PXD004452-Sample-20	Homo sapiens	lung	A549	Caucasian	58Y	male	lung adenocarcinoma	epithelial	not available	run 841	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/06/PXD004452/20151023_QE4_UPLC5_DBJ_SA_A549_REP1_46frac_2.raw	2	AC=MS:1002038;NT=label free sample	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	AC=PRIDE:0000564; NT=High-pH reversed-phase chromatography	NT=Q Exactive;AC=MS:1001911	NT=High-pH reversed-phase chromatography;AC=PRIDE:0000564	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Gln->pyro-Glu;TA=E;AC=UNIMOD:27;PP=Any N-term;MT=variable	NT=Gln->pyro-Glu;TA=Q;AC=UNIMOD:28;PP=Any N-term;MT=variable	NT=Phospho;TA=S,T,Y;MT=Variable;AC=UNIMOD:21	NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7	AC=MS:1000422;NT=HCD	20 ppm	6 ppm	20151023_QE4_UPLC5_DBJ_SA_A549_REP1_46frac_2.raw	cell line	A549
PXD004452-Sample-20	Homo sapiens	lung	A549	Caucasian	58Y	male	lung adenocarcinoma	epithelial	not available	run 842	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/06/PXD004452/20151023_QE4_UPLC5_DBJ_SA_A549_REP1_46frac_3.raw	3	AC=MS:1002038;NT=label free sample	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	AC=PRIDE:0000564; NT=High-pH reversed-phase chromatography	NT=Q Exactive;AC=MS:1001911	NT=High-pH reversed-phase chromatography;AC=PRIDE:0000564	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Gln->pyro-Glu;TA=E;AC=UNIMOD:27;PP=Any N-term;MT=variable	NT=Gln->pyro-Glu;TA=Q;AC=UNIMOD:28;PP=Any N-term;MT=variable	NT=Phospho;TA=S,T,Y;MT=Variable;AC=UNIMOD:21	NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7	AC=MS:1000422;NT=HCD	20 ppm	6 ppm	20151023_QE4_UPLC5_DBJ_SA_A549_REP1_46frac_3.raw	cell line	A549
PXD004452-Sample-20	Homo sapiens	lung	A549	Caucasian	58Y	male	lung adenocarcinoma	epithelial	not available	run 843	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/06/PXD004452/20151023_QE4_UPLC5_DBJ_SA_A549_REP1_46frac_4.raw	4	AC=MS:1002038;NT=label free sample	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	AC=PRIDE:0000564; NT=High-pH reversed-phase chromatography	NT=Q Exactive;AC=MS:1001911	NT=High-pH reversed-phase chromatography;AC=PRIDE:0000564	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Gln->pyro-Glu;TA=E;AC=UNIMOD:27;PP=Any N-term;MT=variable	NT=Gln->pyro-Glu;TA=Q;AC=UNIMOD:28;PP=Any N-term;MT=variable	NT=Phospho;TA=S,T,Y;MT=Variable;AC=UNIMOD:21	NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7	AC=MS:1000422;NT=HCD	20 ppm	6 ppm	20151023_QE4_UPLC5_DBJ_SA_A549_REP1_46frac_4.raw	cell line	A549
PXD004452-Sample-20	Homo sapiens	lung	A549	Caucasian	58Y	male	lung adenocarcinoma	epithelial	not available	run 844	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/06/PXD004452/20151023_QE4_UPLC5_DBJ_SA_A549_REP1_46frac_5.raw	5	AC=MS:1002038;NT=label free sample	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	AC=PRIDE:0000564; NT=High-pH reversed-phase chromatography	NT=Q Exactive;AC=MS:1001911	NT=High-pH reversed-phase chromatography;AC=PRIDE:0000564	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Gln->pyro-Glu;TA=E;AC=UNIMOD:27;PP=Any N-term;MT=variable	NT=Gln->pyro-Glu;TA=Q;AC=UNIMOD:28;PP=Any N-term;MT=variable	NT=Phospho;TA=S,T,Y;MT=Variable;AC=UNIMOD:21	NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7	AC=MS:1000422;NT=HCD	20 ppm	6 ppm	20151023_QE4_UPLC5_DBJ_SA_A549_REP1_46frac_5.raw	cell line	A549
PXD004452-Sample-20	Homo sapiens	lung	A549	Caucasian	58Y	male	lung adenocarcinoma	epithelial	not available	run 845	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/06/PXD004452/20151023_QE4_UPLC5_DBJ_SA_A549_REP1_46frac_6.raw	6	AC=MS:1002038;NT=label free sample	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	AC=PRIDE:0000564; NT=High-pH reversed-phase chromatography	NT=Q Exactive;AC=MS:1001911	NT=High-pH reversed-phase chromatography;AC=PRIDE:0000564	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Gln->pyro-Glu;TA=E;AC=UNIMOD:27;PP=Any N-term;MT=variable	NT=Gln->pyro-Glu;TA=Q;AC=UNIMOD:28;PP=Any N-term;MT=variable	NT=Phospho;TA=S,T,Y;MT=Variable;AC=UNIMOD:21	NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7	AC=MS:1000422;NT=HCD	20 ppm	6 ppm	20151023_QE4_UPLC5_DBJ_SA_A549_REP1_46frac_6.raw	cell line	A549
PXD004452-Sample-20	Homo sapiens	lung	A549	Caucasian	58Y	male	lung adenocarcinoma	epithelial	not available	run 846	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/06/PXD004452/20151023_QE4_UPLC5_DBJ_SA_A549_REP1_46frac_7.raw	7	AC=MS:1002038;NT=label free sample	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	AC=PRIDE:0000564; NT=High-pH reversed-phase chromatography	NT=Q Exactive;AC=MS:1001911	NT=High-pH reversed-phase chromatography;AC=PRIDE:0000564	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Gln->pyro-Glu;TA=E;AC=UNIMOD:27;PP=Any N-term;MT=variable	NT=Gln->pyro-Glu;TA=Q;AC=UNIMOD:28;PP=Any N-term;MT=variable	NT=Phospho;TA=S,T,Y;MT=Variable;AC=UNIMOD:21	NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7	AC=MS:1000422;NT=HCD	20 ppm	6 ppm	20151023_QE4_UPLC5_DBJ_SA_A549_REP1_46frac_7.raw	cell line	A549
PXD004452-Sample-20	Homo sapiens	lung	A549	Caucasian	58Y	male	lung adenocarcinoma	epithelial	not available	run 847	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/06/PXD004452/20151023_QE4_UPLC5_DBJ_SA_A549_REP1_46frac_8.raw	8	AC=MS:1002038;NT=label free sample	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	AC=PRIDE:0000564; NT=High-pH reversed-phase chromatography	NT=Q Exactive;AC=MS:1001911	NT=High-pH reversed-phase chromatography;AC=PRIDE:0000564	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Gln->pyro-Glu;TA=E;AC=UNIMOD:27;PP=Any N-term;MT=variable	NT=Gln->pyro-Glu;TA=Q;AC=UNIMOD:28;PP=Any N-term;MT=variable	NT=Phospho;TA=S,T,Y;MT=Variable;AC=UNIMOD:21	NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7	AC=MS:1000422;NT=HCD	20 ppm	6 ppm	20151023_QE4_UPLC5_DBJ_SA_A549_REP1_46frac_8.raw	cell line	A549
PXD004452-Sample-20	Homo sapiens	lung	A549	Caucasian	58Y	male	lung adenocarcinoma	epithelial	not available	run 848	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/06/PXD004452/20151023_QE4_UPLC5_DBJ_SA_A549_REP1_46frac_9.raw	9	AC=MS:1002038;NT=label free sample	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	AC=PRIDE:0000564; NT=High-pH reversed-phase chromatography	NT=Q Exactive;AC=MS:1001911	NT=High-pH reversed-phase chromatography;AC=PRIDE:0000564	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Gln->pyro-Glu;TA=E;AC=UNIMOD:27;PP=Any N-term;MT=variable	NT=Gln->pyro-Glu;TA=Q;AC=UNIMOD:28;PP=Any N-term;MT=variable	NT=Phospho;TA=S,T,Y;MT=Variable;AC=UNIMOD:21	NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7	AC=MS:1000422;NT=HCD	20 ppm	6 ppm	20151023_QE4_UPLC5_DBJ_SA_A549_REP1_46frac_9.raw	cell line	A549
PXD004452-Sample-20	Homo sapiens	lung	A549	Caucasian	58Y	male	lung adenocarcinoma	epithelial	not available	run 849	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/06/PXD004452/20151023_QE4_UPLC5_DBJ_SA_A549_REP1_46frac_10.raw	10	AC=MS:1002038;NT=label free sample	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	AC=PRIDE:0000564; NT=High-pH reversed-phase chromatography	NT=Q Exactive;AC=MS:1001911	NT=High-pH reversed-phase chromatography;AC=PRIDE:0000564	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Gln->pyro-Glu;TA=E;AC=UNIMOD:27;PP=Any N-term;MT=variable	NT=Gln->pyro-Glu;TA=Q;AC=UNIMOD:28;PP=Any N-term;MT=variable	NT=Phospho;TA=S,T,Y;MT=Variable;AC=UNIMOD:21	NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7	AC=MS:1000422;NT=HCD	20 ppm	6 ppm	20151023_QE4_UPLC5_DBJ_SA_A549_REP1_46frac_10.raw	cell line	A549
PXD004452-Sample-20	Homo sapiens	lung	A549	Caucasian	58Y	male	lung adenocarcinoma	epithelial	not available	run 850	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/06/PXD004452/20151023_QE4_UPLC5_DBJ_SA_A549_REP1_46frac_11.raw	11	AC=MS:1002038;NT=label free sample	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	AC=PRIDE:0000564; NT=High-pH reversed-phase chromatography	NT=Q Exactive;AC=MS:1001911	NT=High-pH reversed-phase chromatography;AC=PRIDE:0000564	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Gln->pyro-Glu;TA=E;AC=UNIMOD:27;PP=Any N-term;MT=variable	NT=Gln->pyro-Glu;TA=Q;AC=UNIMOD:28;PP=Any N-term;MT=variable	NT=Phospho;TA=S,T,Y;MT=Variable;AC=UNIMOD:21	NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7	AC=MS:1000422;NT=HCD	20 ppm	6 ppm	20151023_QE4_UPLC5_DBJ_SA_A549_REP1_46frac_11.raw	cell line	A549
PXD004452-Sample-20	Homo sapiens	lung	A549	Caucasian	58Y	male	lung adenocarcinoma	epithelial	not available	run 851	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2017/06/PXD004452/20151023_QE4_UPLC5_DBJ_SA_A549_REP1_46frac_12.raw	12	AC=MS:1002038;NT=label free sample	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	AC=PRIDE:0000564; NT=High-pH reversed-phase chromatography	NT=Q Exactive;AC=MS:1001911	NT=High-pH reversed-phase chromatography;AC=PRIDE:0000564	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Gln->pyro-Glu;TA=E;AC=UNIMOD:27;PP=Any N-term;MT=variable	NT=Gln->pyro-Glu;TA=Q;AC=UNIMOD:28;PP=Any N-term;MT=variable	NT=Phospho;TA=S,T,Y;MT=Variable;AC=UNIMOD:21	NT=Deamidated;MT=Variable;TA=N,Q;AC=UNIMOD:7	AC=MS:1000422;NT=HCD	20 ppm	6 ppm	20151023_QE4_UPLC5_DBJ_SA_A549_REP1_46frac_12.raw	cell line	A549
