source name	characteristics[organism]	characteristics[organism part]	characteristics[age]	characteristics[developmental stage]	characteristics[sex]	characteristics[disease]	characteristics[cell type]	characteristics[ancestry category]	characteristics[age].1	characteristics[sex].1	assay name	comment[file uri]	comment[fractionation method]	comment[fraction identifier]	comment[label]	comment[MS2 mass analyzer]	comment[instrument]	comment[modification parameters]	comment[modification parameters].1	comment[modification parameters].2	comment[cleavage agent details]	comment[dissociation method]	comment[collision energy]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[data file]	Material Type	factor value[organism part]
Sample 3	Homo sapiens	esophagus	not available	Adult	not available	not available	not applicable	not available	not available	not available	run 63	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/04/PXD000561/Adult_Esophagus_bRP_Velos_3_f01.raw	NT=high pH RPLC;AC=PRIDE:0000564	1	AC=MS:1002038;NT=label free sample	AC=MS:1000484; NT=Orbitrap	AC=MS:1001742;NT=LTQ Orbitrap Velos	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	AC=MS:1001251;NT=Trypsin	AC=MS:1000422;NT=HCD	not available	10 ppm	0.05 Da	Adult_Esophagus_bRP_Velos_3_f01.raw	organism part	Esophagus
Sample 3	Homo sapiens	esophagus	not available	Adult	not available	not available	not applicable	not available	not available	not available	run 64	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/04/PXD000561/Adult_Esophagus_bRP_Velos_3_f02.raw	NT=high pH RPLC;AC=PRIDE:0000564	2	AC=MS:1002038;NT=label free sample	AC=MS:1000484; NT=Orbitrap	AC=MS:1001742;NT=LTQ Orbitrap Velos	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	AC=MS:1001251;NT=Trypsin	AC=MS:1000422;NT=HCD	not available	10 ppm	0.05 Da	Adult_Esophagus_bRP_Velos_3_f02.raw	organism part	Esophagus
Sample 3	Homo sapiens	esophagus	not available	Adult	not available	not available	not applicable	not available	not available	not available	run 65	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/04/PXD000561/Adult_Esophagus_bRP_Velos_3_f03.raw	NT=high pH RPLC;AC=PRIDE:0000564	3	AC=MS:1002038;NT=label free sample	AC=MS:1000484; NT=Orbitrap	AC=MS:1001742;NT=LTQ Orbitrap Velos	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	AC=MS:1001251;NT=Trypsin	AC=MS:1000422;NT=HCD	not available	10 ppm	0.05 Da	Adult_Esophagus_bRP_Velos_3_f03.raw	organism part	Esophagus
Sample 3	Homo sapiens	esophagus	not available	Adult	not available	not available	not applicable	not available	not available	not available	run 66	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/04/PXD000561/Adult_Esophagus_bRP_Velos_3_f04.raw	NT=high pH RPLC;AC=PRIDE:0000564	4	AC=MS:1002038;NT=label free sample	AC=MS:1000484; NT=Orbitrap	AC=MS:1001742;NT=LTQ Orbitrap Velos	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	AC=MS:1001251;NT=Trypsin	AC=MS:1000422;NT=HCD	not available	10 ppm	0.05 Da	Adult_Esophagus_bRP_Velos_3_f04.raw	organism part	Esophagus
Sample 3	Homo sapiens	esophagus	not available	Adult	not available	not available	not applicable	not available	not available	not available	run 67	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/04/PXD000561/Adult_Esophagus_bRP_Velos_3_f05.raw	NT=high pH RPLC;AC=PRIDE:0000564	5	AC=MS:1002038;NT=label free sample	AC=MS:1000484; NT=Orbitrap	AC=MS:1001742;NT=LTQ Orbitrap Velos	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	AC=MS:1001251;NT=Trypsin	AC=MS:1000422;NT=HCD	not available	10 ppm	0.05 Da	Adult_Esophagus_bRP_Velos_3_f05.raw	organism part	Esophagus
Sample 3	Homo sapiens	esophagus	not available	Adult	not available	not available	not applicable	not available	not available	not available	run 68	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/04/PXD000561/Adult_Esophagus_bRP_Velos_3_f06.raw	NT=high pH RPLC;AC=PRIDE:0000564	6	AC=MS:1002038;NT=label free sample	AC=MS:1000484; NT=Orbitrap	AC=MS:1001742;NT=LTQ Orbitrap Velos	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	AC=MS:1001251;NT=Trypsin	AC=MS:1000422;NT=HCD	not available	10 ppm	0.05 Da	Adult_Esophagus_bRP_Velos_3_f06.raw	organism part	Esophagus
Sample 3	Homo sapiens	esophagus	not available	Adult	not available	not available	not applicable	not available	not available	not available	run 69	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/04/PXD000561/Adult_Esophagus_bRP_Velos_3_f07.raw	NT=high pH RPLC;AC=PRIDE:0000564	7	AC=MS:1002038;NT=label free sample	AC=MS:1000484; NT=Orbitrap	AC=MS:1001742;NT=LTQ Orbitrap Velos	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	AC=MS:1001251;NT=Trypsin	AC=MS:1000422;NT=HCD	not available	10 ppm	0.05 Da	Adult_Esophagus_bRP_Velos_3_f07.raw	organism part	Esophagus
Sample 3	Homo sapiens	esophagus	not available	Adult	not available	not available	not applicable	not available	not available	not available	run 70	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/04/PXD000561/Adult_Esophagus_bRP_Velos_3_f08.raw	NT=high pH RPLC;AC=PRIDE:0000564	8	AC=MS:1002038;NT=label free sample	AC=MS:1000484; NT=Orbitrap	AC=MS:1001742;NT=LTQ Orbitrap Velos	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	AC=MS:1001251;NT=Trypsin	AC=MS:1000422;NT=HCD	not available	10 ppm	0.05 Da	Adult_Esophagus_bRP_Velos_3_f08.raw	organism part	Esophagus
Sample 3	Homo sapiens	esophagus	not available	Adult	not available	not available	not applicable	not available	not available	not available	run 71	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/04/PXD000561/Adult_Esophagus_bRP_Velos_3_f09.raw	NT=high pH RPLC;AC=PRIDE:0000564	9	AC=MS:1002038;NT=label free sample	AC=MS:1000484; NT=Orbitrap	AC=MS:1001742;NT=LTQ Orbitrap Velos	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	AC=MS:1001251;NT=Trypsin	AC=MS:1000422;NT=HCD	not available	10 ppm	0.05 Da	Adult_Esophagus_bRP_Velos_3_f09.raw	organism part	Esophagus
Sample 3	Homo sapiens	esophagus	not available	Adult	not available	not available	not applicable	not available	not available	not available	run 72	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/04/PXD000561/Adult_Esophagus_bRP_Velos_3_f10.raw	NT=high pH RPLC;AC=PRIDE:0000564	10	AC=MS:1002038;NT=label free sample	AC=MS:1000484; NT=Orbitrap	AC=MS:1001742;NT=LTQ Orbitrap Velos	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	AC=MS:1001251;NT=Trypsin	AC=MS:1000422;NT=HCD	not available	10 ppm	0.05 Da	Adult_Esophagus_bRP_Velos_3_f10.raw	organism part	Esophagus
