source name	characteristics[organism]	characteristics[organism part]	characteristics[age]	characteristics[developmental stage]	characteristics[sex]	characteristics[disease]	characteristics[cell type]	characteristics[ancestry category]	characteristics[age].1	characteristics[sex].1	assay name	comment[file uri]	comment[fractionation method]	comment[fraction identifier]	comment[label]	comment[MS2 mass analyzer]	comment[instrument]	comment[modification parameters]	comment[modification parameters].1	comment[modification parameters].2	comment[cleavage agent details]	comment[dissociation method]	comment[collision energy]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[data file]	Material Type	factor value[organism part]
Sample 54	Homo sapiens	heart	not available	Adult	not available	not available	not applicable	not available	not available	not available	run 1432	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/04/PXD000561/Adult_Heart_Gel_Elite_54_f01.raw	NT=SDS-PAGE;AC=PRIDE:0000568	1	AC=MS:1002038;NT=label free sample	AC=MS:1000484; NT=Orbitrap	AC=MS:1001910;NT=LTQ Orbitrap Elite	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	AC=MS:1001251;NT=Trypsin	AC=MS:1000422;NT=HCD	not available	10 ppm	0.05 Da	Adult_Heart_Gel_Elite_54_f01.raw	organism part	Heart
Sample 54	Homo sapiens	heart	not available	Adult	not available	not available	not applicable	not available	not available	not available	run 1433	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/04/PXD000561/Adult_Heart_Gel_Elite_54_f02.raw	NT=SDS-PAGE;AC=PRIDE:0000568	2	AC=MS:1002038;NT=label free sample	AC=MS:1000484; NT=Orbitrap	AC=MS:1001910;NT=LTQ Orbitrap Elite	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	AC=MS:1001251;NT=Trypsin	AC=MS:1000422;NT=HCD	not available	10 ppm	0.05 Da	Adult_Heart_Gel_Elite_54_f02.raw	organism part	Heart
Sample 54	Homo sapiens	heart	not available	Adult	not available	not available	not applicable	not available	not available	not available	run 1434	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/04/PXD000561/Adult_Heart_Gel_Elite_54_f03.raw	NT=SDS-PAGE;AC=PRIDE:0000568	3	AC=MS:1002038;NT=label free sample	AC=MS:1000484; NT=Orbitrap	AC=MS:1001910;NT=LTQ Orbitrap Elite	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	AC=MS:1001251;NT=Trypsin	AC=MS:1000422;NT=HCD	not available	10 ppm	0.05 Da	Adult_Heart_Gel_Elite_54_f03.raw	organism part	Heart
Sample 54	Homo sapiens	heart	not available	Adult	not available	not available	not applicable	not available	not available	not available	run 1435	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/04/PXD000561/Adult_Heart_Gel_Elite_54_f04.raw	NT=SDS-PAGE;AC=PRIDE:0000568	4	AC=MS:1002038;NT=label free sample	AC=MS:1000484; NT=Orbitrap	AC=MS:1001910;NT=LTQ Orbitrap Elite	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	AC=MS:1001251;NT=Trypsin	AC=MS:1000422;NT=HCD	not available	10 ppm	0.05 Da	Adult_Heart_Gel_Elite_54_f04.raw	organism part	Heart
Sample 54	Homo sapiens	heart	not available	Adult	not available	not available	not applicable	not available	not available	not available	run 1436	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/04/PXD000561/Adult_Heart_Gel_Elite_54_f05.raw	NT=SDS-PAGE;AC=PRIDE:0000568	5	AC=MS:1002038;NT=label free sample	AC=MS:1000484; NT=Orbitrap	AC=MS:1001910;NT=LTQ Orbitrap Elite	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	AC=MS:1001251;NT=Trypsin	AC=MS:1000422;NT=HCD	not available	10 ppm	0.05 Da	Adult_Heart_Gel_Elite_54_f05.raw	organism part	Heart
Sample 54	Homo sapiens	heart	not available	Adult	not available	not available	not applicable	not available	not available	not available	run 1437	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/04/PXD000561/Adult_Heart_Gel_Elite_54_f06.raw	NT=SDS-PAGE;AC=PRIDE:0000568	6	AC=MS:1002038;NT=label free sample	AC=MS:1000484; NT=Orbitrap	AC=MS:1001910;NT=LTQ Orbitrap Elite	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	AC=MS:1001251;NT=Trypsin	AC=MS:1000422;NT=HCD	not available	10 ppm	0.05 Da	Adult_Heart_Gel_Elite_54_f06.raw	organism part	Heart
Sample 54	Homo sapiens	heart	not available	Adult	not available	not available	not applicable	not available	not available	not available	run 1438	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/04/PXD000561/Adult_Heart_Gel_Elite_54_f07.raw	NT=SDS-PAGE;AC=PRIDE:0000568	7	AC=MS:1002038;NT=label free sample	AC=MS:1000484; NT=Orbitrap	AC=MS:1001910;NT=LTQ Orbitrap Elite	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	AC=MS:1001251;NT=Trypsin	AC=MS:1000422;NT=HCD	not available	10 ppm	0.05 Da	Adult_Heart_Gel_Elite_54_f07.raw	organism part	Heart
Sample 54	Homo sapiens	heart	not available	Adult	not available	not available	not applicable	not available	not available	not available	run 1439	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/04/PXD000561/Adult_Heart_Gel_Elite_54_f08.raw	NT=SDS-PAGE;AC=PRIDE:0000568	8	AC=MS:1002038;NT=label free sample	AC=MS:1000484; NT=Orbitrap	AC=MS:1001910;NT=LTQ Orbitrap Elite	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	AC=MS:1001251;NT=Trypsin	AC=MS:1000422;NT=HCD	not available	10 ppm	0.05 Da	Adult_Heart_Gel_Elite_54_f08.raw	organism part	Heart
Sample 54	Homo sapiens	heart	not available	Adult	not available	not available	not applicable	not available	not available	not available	run 1440	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/04/PXD000561/Adult_Heart_Gel_Elite_54_f09.raw	NT=SDS-PAGE;AC=PRIDE:0000568	9	AC=MS:1002038;NT=label free sample	AC=MS:1000484; NT=Orbitrap	AC=MS:1001910;NT=LTQ Orbitrap Elite	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	AC=MS:1001251;NT=Trypsin	AC=MS:1000422;NT=HCD	not available	10 ppm	0.05 Da	Adult_Heart_Gel_Elite_54_f09.raw	organism part	Heart
Sample 54	Homo sapiens	heart	not available	Adult	not available	not available	not applicable	not available	not available	not available	run 1441	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/04/PXD000561/Adult_Heart_Gel_Elite_54_f10.raw	NT=SDS-PAGE;AC=PRIDE:0000568	10	AC=MS:1002038;NT=label free sample	AC=MS:1000484; NT=Orbitrap	AC=MS:1001910;NT=LTQ Orbitrap Elite	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	AC=MS:1001251;NT=Trypsin	AC=MS:1000422;NT=HCD	not available	10 ppm	0.05 Da	Adult_Heart_Gel_Elite_54_f10.raw	organism part	Heart
